a;b;c;result
43;101;36;둔각
74;90;16;직각
114;23;43;둔각
79;28;73;예각
130;41;9;둔각
142;29;9;둔각
8;6;166;둔각
43;85;52;예각
115;32;33;둔각
81;80;19;예각
83;22;75;예각
12;135;33;둔각
92;60;28;둔각
7;4;169;둔각
5;107;68;둔각
4;17;159;둔각
115;15;50;둔각
56;84;40;예각
57;85;38;예각
41;40;99;둔각
14;78;88;예각
69;55;56;예각
164;8;8;둔각
41;82;57;예각
37;92;51;둔각
15;73;92;둔각
17;78;85;예각
70;91;19;둔각
63;74;43;예각
6;116;58;둔각
89;70;21;예각
130;10;40;둔각
11;117;52;둔각
29;57;94;둔각
3;83;94;둔각
72;52;56;예각
49;92;39;둔각
98;26;56;둔각
131;32;17;둔각
46;45;89;예각
13;48;119;둔각
84;90;6;직각
116;63;1;둔각
32;76;72;예각
14;79;87;예각
6;170;4;둔각
2;48;130;둔각
45;79;56;예각
64;44;72;예각
9;35;136;둔각
127;7;46;둔각
105;41;34;둔각
138;32;10;둔각
4;66;110;둔각
48;90;42;직각
64;7;109;둔각
53;17;110;둔각
40;127;13;둔각
160;19;1;둔각
138;8;34;둔각
43;55;82;예각
20;73;87;예각
93;84;3;둔각
17;109;54;둔각
85;48;47;예각
47;8;125;둔각
51;83;46;예각
15;8;157;둔각
50;70;60;예각
39;75;66;예각
11;17;152;둔각
124;11;45;둔각
24;110;46;둔각
86;9;85;예각
90;75;15;직각
74;66;40;예각
21;83;76;예각
36;122;22;둔각
49;27;104;둔각
64;11;105;둔각
125;26;29;둔각
173;1;6;둔각
62;3;115;둔각
50;91;39;둔각
69;17;94;둔각
72;27;81;예각
88;35;57;예각
29;76;75;예각
104;22;54;둔각
120;31;29;둔각
95;20;65;둔각
8;70;102;둔각
24;129;27;둔각
60;84;36;예각
33;24;123;둔각
46;50;84;예각
23;48;109;둔각
48;122;10;둔각
147;12;21;둔각
61;17;102;둔각
72;59;49;예각
13;90;77;직각
9;132;39;둔각
4;79;97;둔각
8;72;100;둔각
8;53;119;둔각
47;48;85;예각
19;23;138;둔각
8;121;51;둔각
55;71;54;예각
146;7;27;둔각
94;40;46;둔각
49;126;5;둔각
51;27;102;둔각
36;80;64;예각
72;37;71;예각
62;81;37;예각
27;149;4;둔각
103;21;56;둔각
56;101;23;둔각
106;62;12;둔각
136;17;27;둔각
23;153;4;둔각
89;24;67;예각
53;123;4;둔각
117;46;17;둔각
1;120;59;둔각
106;15;59;둔각
36;119;25;둔각
27;38;115;둔각
20;69;91;둔각
32;73;75;예각
90;44;46;직각
1;19;160;둔각
62;80;38;예각
46;23;111;둔각
102;9;69;둔각
68;63;49;예각
153;19;8;둔각
84;93;3;둔각
26;40;114;둔각
106;16;58;둔각
83;90;7;직각
126;27;27;둔각
161;2;17;둔각
144;26;10;둔각
76;85;19;예각
96;54;30;둔각
3;111;66;둔각
54;72;54;예각
28;39;113;둔각
124;51;5;둔각
90;72;18;직각
30;52;98;둔각
120;57;3;둔각
61;26;93;둔각
42;24;114;둔각
107;38;35;둔각
155;23;2;둔각
15;3;162;둔각
70;43;67;예각
85;60;35;예각
63;115;2;둔각
90;71;19;직각
14;83;83;예각
65;40;75;예각
86;90;4;직각
67;89;24;예각
92;52;36;둔각
10;21;149;둔각
34;120;26;둔각
132;32;16;둔각
31;13;136;둔각
125;23;32;둔각
16;110;54;둔각
24;64;92;둔각
57;118;5;둔각
123;5;52;둔각
4;69;107;둔각
143;10;27;둔각
55;87;38;예각
38;127;15;둔각
109;22;49;둔각
124;49;7;둔각
152;2;26;둔각
120;12;48;둔각
26;101;53;둔각
69;87;24;예각
16;157;7;둔각
54;21;105;둔각
53;114;13;둔각
19;152;9;둔각
39;130;11;둔각
98;3;79;둔각
117;51;12;둔각
30;89;61;예각
12;14;154;둔각
103;67;10;둔각
70;54;56;예각
77;61;42;예각
33;39;108;둔각
8;116;56;둔각
4;169;7;둔각
41;29;110;둔각
65;83;32;예각
101;72;7;둔각
48;126;6;둔각
88;55;37;예각
55;74;51;예각
52;72;56;예각
106;7;67;둔각
44;45;91;둔각
25;56;99;둔각
41;52;87;예각
44;63;73;예각
91;17;72;둔각
86;69;25;예각
47;57;76;예각
124;29;27;둔각
101;69;10;둔각
20;39;121;둔각
19;19;142;둔각
37;123;20;둔각
141;35;4;둔각
97;18;65;둔각
28;53;99;둔각
3;38;139;둔각
40;72;68;예각
81;7;92;둔각
8;161;11;둔각
1;147;32;둔각
5;103;72;둔각
66;93;21;둔각
15;131;34;둔각
52;68;60;예각
13;72;95;둔각
112;34;34;둔각
75;95;10;둔각
48;114;18;둔각
115;16;49;둔각
29;68;83;예각
141;34;5;둔각
70;95;15;둔각
37;134;9;둔각
1;151;28;둔각
102;50;28;둔각
26;95;59;둔각
42;59;79;예각
144;7;29;둔각
17;72;91;둔각
101;77;2;둔각
26;65;89;예각
90;40;50;직각
61;4;115;둔각
17;121;42;둔각
25;36;119;둔각
123;35;22;둔각
39;111;30;둔각
50;120;10;둔각
12;97;71;둔각
15;90;75;직각
91;68;21;둔각
2;133;45;둔각
69;103;8;둔각
159;7;14;둔각
69;28;83;예각
76;33;71;예각
72;33;75;예각
15;119;46;둔각
96;24;60;둔각
27;42;111;둔각
121;25;34;둔각
114;36;30;둔각
33;18;129;둔각
112;11;57;둔각
123;56;1;둔각
23;85;72;예각
19;150;11;둔각
59;69;52;예각
117;59;4;둔각
21;104;55;둔각
7;98;75;둔각
75;90;15;직각
26;90;64;직각
4;1;175;둔각
79;1;100;둔각
18;49;113;둔각
94;38;48;둔각
69;72;39;예각
119;6;55;둔각
7;18;155;둔각
28;144;8;둔각
36;44;100;둔각
47;56;77;예각
65;32;83;예각
53;98;29;둔각
71;94;15;둔각
13;133;34;둔각
134;27;19;둔각
17;35;128;둔각
36;9;135;둔각
64;53;63;예각
115;64;1;둔각
65;65;50;예각
28;30;122;둔각
37;47;96;둔각
27;103;50;둔각
21;140;19;둔각
39;37;104;둔각
52;38;90;직각
77;2;101;둔각
91;13;76;둔각
84;54;42;예각
18;78;84;예각
9;112;59;둔각
27;132;21;둔각
103;43;34;둔각
46;111;23;둔각
68;52;60;예각
15;37;128;둔각
150;15;15;둔각
59;43;78;예각
8;34;138;둔각
22;2;156;둔각
28;52;100;둔각
16;82;82;예각
24;73;83;예각
165;2;13;둔각
21;44;115;둔각
37;75;68;예각
69;88;23;예각
20;143;17;둔각
97;22;61;둔각
10;152;18;둔각
69;75;36;예각
72;94;14;둔각
18;34;128;둔각
13;146;21;둔각
61;8;111;둔각
66;86;28;예각
76;70;34;예각
100;44;36;둔각
103;2;75;둔각
85;84;11;예각
139;5;36;둔각
86;35;59;예각
47;80;53;예각
51;46;83;예각
65;1;114;둔각
46;27;107;둔각
6;173;1;둔각
54;42;84;예각
21;36;123;둔각
11;85;84;예각
50;56;74;예각
46;25;109;둔각
26;4;150;둔각
12;10;158;둔각
87;5;88;예각
69;40;71;예각
3;67;110;둔각
138;19;23;둔각
88;53;39;예각
41;122;17;둔각
58;111;11;둔각
18;93;69;둔각
52;86;42;예각
51;40;89;예각
64;106;10;둔각
54;88;38;예각
89;84;7;예각
150;3;27;둔각
45;10;125;둔각
50;95;35;둔각
40;30;110;둔각
5;153;22;둔각
51;90;39;직각
80;48;52;예각
8;62;110;둔각
52;11;117;둔각
107;28;45;둔각
109;4;67;둔각
40;24;116;둔각
51;20;109;둔각
64;43;73;예각
132;47;1;둔각
78;79;23;예각
127;30;23;둔각
110;58;12;둔각
21;72;87;예각
19;118;43;둔각
16;124;40;둔각
76;8;96;둔각
74;52;54;예각
131;20;29;둔각
42;100;38;둔각
22;92;66;둔각
14;110;56;둔각
97;24;59;둔각
63;29;88;예각
72;12;96;둔각
64;102;14;둔각
7;158;15;둔각
62;53;65;예각
67;102;11;둔각
20;58;102;둔각
17;142;21;둔각
39;55;86;예각
57;8;115;둔각
103;14;63;둔각
73;3;104;둔각
128;45;7;둔각
26;60;94;둔각
39;7;134;둔각
128;50;2;둔각
53;10;117;둔각
6;19;155;둔각
95;11;74;둔각
18;1;161;둔각
70;2;108;둔각
83;95;2;둔각
50;23;107;둔각
2;173;5;둔각
72;78;30;예각
11;158;11;둔각
14;150;16;둔각
158;13;9;둔각
82;86;12;예각
92;45;43;둔각
71;27;82;예각
84;52;44;예각
62;20;98;둔각
53;115;12;둔각
14;122;44;둔각
23;73;84;예각
88;40;52;예각
30;50;100;둔각
154;5;21;둔각
94;26;60;둔각
76;11;93;둔각
6;97;77;둔각
135;30;15;둔각
161;13;6;둔각
47;11;122;둔각
101;65;14;둔각
28;41;111;둔각
112;31;37;둔각
7;162;11;둔각
58;35;87;예각
131;47;2;둔각
113;4;63;둔각
115;10;55;둔각
59;105;16;둔각
42;46;92;둔각
26;52;102;둔각
42;137;1;둔각
52;117;11;둔각
45;91;44;둔각
66;95;19;둔각
2;169;9;둔각
65;51;64;예각
90;63;27;직각
75;49;56;예각
32;111;37;둔각
16;7;157;둔각
62;88;30;예각
113;12;55;둔각
48;28;104;둔각
70;61;49;예각
44;44;92;둔각
114;41;25;둔각
10;142;28;둔각
32;98;50;둔각
15;107;58;둔각
18;115;47;둔각
20;131;29;둔각
31;1;148;둔각
100;24;56;둔각
15;55;110;둔각
68;3;109;둔각
99;32;49;둔각
83;35;62;예각
79;50;51;예각
69;98;13;둔각
69;53;58;예각
51;60;69;예각
84;12;84;예각
14;77;89;예각
76;3;101;둔각
36;94;50;둔각
82;3;95;둔각
140;9;31;둔각
138;7;35;둔각
55;42;83;예각
118;18;44;둔각
82;39;59;예각
11;73;96;둔각
96;81;3;둔각
51;82;47;예각
25;4;151;둔각
83;78;19;예각
17;39;124;둔각
73;65;42;예각
11;166;3;둔각
14;18;148;둔각
58;89;33;예각
113;32;35;둔각
26;50;104;둔각
26;8;146;둔각
86;66;28;예각
51;108;21;둔각
73;47;60;예각
7;146;27;둔각
65;17;98;둔각
96;57;27;둔각
63;67;50;예각
34;77;69;예각
13;41;126;둔각
94;73;13;둔각
36;50;94;둔각
54;94;32;둔각
67;56;57;예각
53;103;24;둔각
171;7;2;둔각
116;44;20;둔각
60;9;111;둔각
59;95;26;둔각
90;60;30;직각
128;8;44;둔각
80;34;66;예각
104;43;33;둔각
33;100;47;둔각
89;15;76;예각
29;71;80;예각
30;128;22;둔각
75;33;72;예각
98;61;21;둔각
61;102;17;둔각
94;18;68;둔각
17;136;27;둔각
63;22;95;둔각
34;110;36;둔각
39;62;79;예각
64;13;103;둔각
19;130;31;둔각
7;84;89;예각
35;69;76;예각
52;108;20;둔각
88;79;13;예각
6;147;27;둔각
43;14;123;둔각
34;29;117;둔각
21;150;9;둔각
30;59;91;둔각
15;24;141;둔각
74;72;34;예각
106;60;14;둔각
121;30;29;둔각
103;1;76;둔각
18;161;1;둔각
73;40;67;예각
63;68;49;예각
88;39;53;예각
24;85;71;예각
2;110;68;둔각
18;133;29;둔각
24;49;107;둔각
100;71;9;둔각
28;135;17;둔각
124;41;15;둔각
63;62;55;예각
39;97;44;둔각
56;61;63;예각
73;95;12;둔각
3;102;75;둔각
30;139;11;둔각
92;36;52;둔각
63;88;29;예각
51;105;24;둔각
57;4;119;둔각
35;25;120;둔각
118;21;41;둔각
56;27;97;둔각
72;7;101;둔각
43;91;46;둔각
89;35;56;예각
64;109;7;둔각
69;10;101;둔각
77;7;96;둔각
151;17;12;둔각
34;87;59;예각
77;42;61;예각
95;4;81;둔각
134;35;11;둔각
8;20;152;둔각
53;43;84;예각
87;32;61;예각
81;74;25;예각
108;32;40;둔각
31;35;114;둔각
54;8;118;둔각
98;57;25;둔각
111;7;62;둔각
89;18;73;예각
52;18;110;둔각
29;148;3;둔각
32;12;136;둔각
116;20;44;둔각
41;131;8;둔각
16;138;26;둔각
45;14;121;둔각
110;17;53;둔각
99;21;60;둔각
149;17;14;둔각
92;24;64;둔각
75;53;52;예각
67;76;37;예각
43;23;114;둔각
54;28;98;둔각
11;99;70;둔각
130;26;24;둔각
91;88;1;둔각
114;6;60;둔각
54;38;88;예각
49;50;81;예각
21;100;59;둔각
65;85;30;예각
37;19;124;둔각
21;8;151;둔각
123;33;24;둔각
82;93;5;둔각
27;65;88;예각
20;130;30;둔각
53;95;32;둔각
129;19;32;둔각
129;27;24;둔각
33;109;38;둔각
37;4;139;둔각
56;46;78;예각
18;106;56;둔각
29;106;45;둔각
28;61;91;둔각
87;75;18;예각
84;83;13;예각
93;37;50;둔각
61;86;33;예각
35;96;49;둔각
27;87;66;예각
20;19;141;둔각
9;108;63;둔각
68;86;26;예각
110;12;58;둔각
20;152;8;둔각
27;22;131;둔각
7;10;163;둔각
135;1;44;둔각
74;47;59;예각
30;75;75;예각
10;75;95;둔각
100;20;60;둔각
2;26;152;둔각
77;83;20;예각
1;20;159;둔각
4;7;169;둔각
91;37;52;둔각
3;4;173;둔각
1;164;15;둔각
27;120;33;둔각
77;15;88;예각
25;59;96;둔각
86;88;6;예각
29;42;109;둔각
52;89;39;예각
92;33;55;둔각
3;14;163;둔각
23;36;121;둔각
123;29;28;둔각
101;40;39;둔각
86;54;40;예각
23;65;92;둔각
18;83;79;예각
19;37;124;둔각
121;35;24;둔각
117;4;59;둔각
19;115;46;둔각
121;41;18;둔각
97;55;28;둔각
52;123;5;둔각
131;11;38;둔각
116;12;52;둔각
74;91;15;둔각
47;132;1;둔각
10;54;116;둔각
135;14;31;둔각
142;13;25;둔각
114;19;47;둔각
58;16;106;둔각
10;118;52;둔각
58;57;65;예각
112;46;22;둔각
118;11;51;둔각
89;6;85;예각
77;20;83;예각
111;56;13;둔각
97;10;73;둔각
64;97;19;둔각
117;44;19;둔각
26;67;87;예각
67;51;62;예각
50;8;122;둔각
116;46;18;둔각
50;38;92;둔각
36;70;74;예각
26;107;47;둔각
74;77;29;예각
88;42;50;예각
107;64;9;둔각
20;158;2;둔각
105;13;62;둔각
5;90;85;직각
16;23;141;둔각
15;5;160;둔각
13;58;109;둔각
64;24;92;둔각
47;66;67;예각
64;92;24;둔각
68;79;33;예각
149;21;10;둔각
77;26;77;예각
28;117;35;둔각
99;48;33;둔각
19;133;28;둔각
46;102;32;둔각
28;38;114;둔각
83;48;49;예각
27;63;90;직각
100;29;51;둔각
30;96;54;둔각
99;9;72;둔각
26;113;41;둔각
63;91;26;둔각
41;23;116;둔각
122;22;36;둔각
25;9;146;둔각
25;123;32;둔각
148;29;3;둔각
16;14;150;둔각
51;16;113;둔각
59;67;54;예각
67;64;49;예각
63;61;56;예각
71;8;101;둔각
18;71;91;둔각
26;76;78;예각
24;43;113;둔각
167;2;11;둔각
104;69;7;둔각
9;129;42;둔각
31;127;22;둔각
1;29;150;둔각
23;131;26;둔각
10;17;153;둔각
122;23;35;둔각
73;12;95;둔각
4;9;167;둔각
24;41;115;둔각
20;83;77;예각
100;25;55;둔각
83;46;51;예각
27;131;22;둔각
9;170;1;둔각
113;15;52;둔각
1;104;75;둔각
41;13;126;둔각
28;90;62;직각
10;150;20;둔각
9;168;3;둔각
1;162;17;둔각
89;9;82;예각
38;96;46;둔각
30;87;63;예각
11;71;98;둔각
35;111;34;둔각
60;4;116;둔각
9;47;124;둔각
48;52;80;예각
67;74;39;예각
43;74;63;예각
139;11;30;둔각
33;131;16;둔각
121;23;36;둔각
70;40;70;예각
108;55;17;둔각
132;19;29;둔각
47;30;103;둔각
40;18;122;둔각
100;40;40;둔각
84;68;28;예각
62;64;54;예각
127;12;41;둔각
33;46;101;둔각
128;33;19;둔각
148;16;16;둔각
127;26;27;둔각
55;119;6;둔각
46;86;48;예각
115;9;56;둔각
25;61;94;둔각
13;52;115;둔각
87;68;25;예각
51;37;92;둔각
89;76;15;예각
113;41;26;둔각
28;127;25;둔각
6;7;167;둔각
35;3;142;둔각
10;149;21;둔각
6;43;131;둔각
21;5;154;둔각
16;53;111;둔각
62;100;18;둔각
50;25;105;둔각
30;92;58;둔각
25;122;33;둔각
91;8;81;둔각
68;91;21;둔각
99;53;28;둔각
53;24;103;둔각
24;108;48;둔각
39;133;8;둔각
55;55;70;예각
19;116;45;둔각
20;88;72;예각
18;46;116;둔각
102;41;37;둔각
13;124;43;둔각
67;62;51;예각
40;95;45;둔각
28;143;9;둔각
73;86;21;예각
7;66;107;둔각
10;89;81;예각
2;21;157;둔각
9;121;50;둔각
19;73;88;예각
48;111;21;둔각
20;49;111;둔각
42;130;8;둔각
61;60;59;예각
48;18;114;둔각
21;41;118;둔각
146;8;26;둔각
3;141;36;둔각
101;20;59;둔각
33;127;20;둔각
135;42;3;둔각
2;42;136;둔각
119;18;43;둔각
52;59;69;예각
90;29;61;직각
17;70;93;둔각
75;25;80;예각
12;31;137;둔각
97;3;80;둔각
8;76;96;둔각
27;62;91;둔각
55;90;35;직각
12;79;89;예각
87;57;36;예각
35;54;91;둔각
53;107;20;둔각
31;22;127;둔각
27;48;105;둔각
37;111;32;둔각
27;81;72;예각
64;31;85;예각
86;74;20;예각
7;96;77;둔각
125;16;39;둔각
86;11;83;예각
43;119;18;둔각
27;69;84;예각
74;51;55;예각
62;49;69;예각
152;27;1;둔각
60;1;119;둔각
22;38;120;둔각
39;119;22;둔각
3;107;70;둔각
81;85;14;예각
7;97;76;둔각
82;78;20;예각
18;5;157;둔각
154;1;25;둔각
65;96;19;둔각
3;89;88;예각
38;123;19;둔각
67;70;43;예각
80;79;21;예각
56;75;49;예각
79;19;82;예각
42;68;70;예각
13;123;44;둔각
44;89;47;예각
118;7;55;둔각
6;67;107;둔각
74;18;88;예각
18;118;44;둔각
60;97;23;둔각
24;140;16;둔각
49;84;47;예각
51;98;31;둔각
36;23;121;둔각
12;159;9;둔각
44;12;124;둔각
101;78;1;둔각
122;56;2;둔각
61;22;97;둔각
139;31;10;둔각
48;72;60;예각
72;104;4;둔각
29;136;15;둔각
5;167;8;둔각
138;28;14;둔각
4;34;142;둔각
23;21;136;둔각
24;126;30;둔각
4;157;19;둔각
72;23;85;예각
82;71;27;예각
50;85;45;예각
38;13;129;둔각
1;57;122;둔각
37;74;69;예각
63;53;64;예각
66;23;91;둔각
24;72;84;예각
11;123;46;둔각
79;92;9;둔각
39;27;114;둔각
59;119;2;둔각
6;34;140;둔각
26;133;21;둔각
104;55;21;둔각
25;6;149;둔각
67;101;12;둔각
96;15;69;둔각
91;47;42;둔각
18;36;126;둔각
7;49;124;둔각
91;30;59;둔각
104;18;58;둔각
21;58;101;둔각
72;56;52;예각
20;61;99;둔각
20;27;133;둔각
5;135;40;둔각
16;8;156;둔각
55;37;88;예각
127;1;52;둔각
75;56;49;예각
25;83;72;예각
15;121;44;둔각
62;68;50;예각
3;98;79;둔각
43;94;43;둔각
54;39;87;예각
36;83;61;예각
96;56;28;둔각
23;33;124;둔각
45;63;72;예각
164;1;15;둔각
22;122;36;둔각
56;53;71;예각
30;83;67;예각
68;42;70;예각
75;74;31;예각
80;27;73;예각
36;28;116;둔각
67;29;84;예각
121;28;31;둔각
54;121;5;둔각
109;37;34;둔각
27;123;30;둔각
35;106;39;둔각
56;2;122;둔각
81;84;15;예각
15;10;155;둔각
122;45;13;둔각
139;25;16;둔각
13;5;162;둔각
4;89;87;예각
118;30;32;둔각
61;36;83;예각
125;13;42;둔각
88;17;75;예각
21;82;77;예각
44;109;27;둔각
3;161;16;둔각
119;34;27;둔각
102;62;16;둔각
44;28;108;둔각
1;86;93;둔각
30;21;129;둔각
67;99;14;둔각
153;14;13;둔각
5;127;48;둔각
3;60;117;둔각
68;71;41;예각
35;102;43;둔각
49;54;77;예각
81;49;50;예각
121;14;45;둔각
108;49;23;둔각
57;62;61;예각
76;73;31;예각
144;20;16;둔각
82;48;50;예각
50;90;40;직각
24;44;112;둔각
142;11;27;둔각
113;42;25;둔각
40;107;33;둔각
44;135;1;둔각
143;13;24;둔각
91;53;36;둔각
82;30;68;예각
31;113;36;둔각
31;4;145;둔각
53;21;106;둔각
135;18;27;둔각
43;37;100;둔각
23;40;117;둔각
26;91;63;둔각
40;55;85;예각
132;35;13;둔각
133;18;29;둔각
64;5;111;둔각
17;83;80;예각
14;106;60;둔각
13;59;108;둔각
73;26;81;예각
4;24;152;둔각
70;77;33;예각
109;8;63;둔각
1;136;43;둔각
91;76;13;둔각
75;79;26;예각
22;30;128;둔각
25;149;6;둔각
6;32;142;둔각
153;9;18;둔각
60;52;68;예각
67;45;68;예각
60;95;25;둔각
12;82;86;예각
44;69;67;예각
95;33;52;둔각
68;32;80;예각
30;94;56;둔각
24;35;121;둔각
6;86;88;예각
34;123;23;둔각
104;72;4;둔각
83;6;91;둔각
41;20;119;둔각
9;153;18;둔각
31;70;79;예각
92;53;35;둔각
39;128;13;둔각
77;38;65;예각
13;105;62;둔각
8;132;40;둔각
35;144;1;둔각
1;113;66;둔각
156;4;20;둔각
21;48;111;둔각
34;80;66;예각
36;34;110;둔각
90;48;42;직각
85;40;55;예각
14;45;121;둔각
59;28;93;둔각
61;93;26;둔각
78;70;32;예각
57;78;45;예각
7;31;142;둔각
24;136;20;둔각
96;64;20;둔각
65;104;11;둔각
47;101;32;둔각
85;70;25;예각
39;115;26;둔각
1;177;2;둔각
13;10;157;둔각
107;19;54;둔각
116;13;51;둔각
123;19;38;둔각
159;6;15;둔각
18;158;4;둔각
94;80;6;둔각
81;34;65;예각
15;85;80;예각
12;142;26;둔각
116;24;40;둔각
45;61;74;예각
76;48;56;예각
5;133;42;둔각
62;113;5;둔각
68;1;111;둔각
14;19;147;둔각
114;11;55;둔각
48;118;14;둔각
131;3;46;둔각
61;80;39;예각
71;77;32;예각
55;60;65;예각
117;2;61;둔각
75;51;54;예각
5;170;5;둔각
14;57;109;둔각
21;153;6;둔각
127;43;10;둔각
35;86;59;예각
93;74;13;둔각
24;28;128;둔각
99;74;7;둔각
10;26;144;둔각
28;35;117;둔각
19;78;83;예각
30;48;102;둔각
84;47;49;예각
6;3;171;둔각
41;78;61;예각
142;9;29;둔각
155;22;3;둔각
26;137;17;둔각
16;91;73;둔각
69;3;108;둔각
84;26;70;예각
17;118;45;둔각
66;58;56;예각
42;104;34;둔각
146;12;22;둔각
94;30;56;둔각
8;141;31;둔각
97;79;4;둔각
82;9;89;예각
62;82;36;예각
129;9;42;둔각
8;25;147;둔각
10;97;73;둔각
147;22;11;둔각
14;125;41;둔각
1;81;98;둔각
32;132;16;둔각
8;2;170;둔각
103;8;69;둔각
16;122;42;둔각
47;102;31;둔각
3;140;37;둔각
143;6;31;둔각
34;95;51;둔각
60;99;21;둔각
115;24;41;둔각
107;66;7;둔각
47;13;120;둔각
66;75;39;예각
78;73;29;예각
111;9;60;둔각
9;151;20;둔각
3;43;134;둔각
60;44;76;예각
76;24;80;예각
137;32;11;둔각
98;36;46;둔각
8;9;163;둔각
8;89;83;예각
24;48;108;둔각
134;11;35;둔각
3;128;49;둔각
53;64;63;예각
25;49;106;둔각
104;50;26;둔각
120;27;33;둔각
138;38;4;둔각
121;36;23;둔각
26;29;125;둔각
156;11;13;둔각
1;46;133;둔각
69;8;103;둔각
20;148;12;둔각
49;88;43;예각
114;57;9;둔각
117;43;20;둔각
8;95;77;둔각
99;30;51;둔각
44;42;94;둔각
127;8;45;둔각
35;43;102;둔각
68;44;68;예각
49;129;2;둔각
62;83;35;예각
44;111;25;둔각
88;29;63;예각
151;21;8;둔각
118;44;18;둔각
105;15;60;둔각
168;3;9;둔각
79;37;64;예각
50;39;91;둔각
34;37;109;둔각
71;81;28;예각
134;40;6;둔각
48;58;74;예각
6;65;109;둔각
1;30;149;둔각
36;64;80;예각
41;28;111;둔각
23;117;40;둔각
18;56;106;둔각
55;41;84;예각
36;133;11;둔각
89;29;62;예각
40;93;47;둔각
142;32;6;둔각
84;53;43;예각
61;14;105;둔각
48;91;41;둔각
132;25;23;둔각
35;27;118;둔각
7;135;38;둔각
14;17;149;둔각
6;167;7;둔각
111;54;15;둔각
34;21;125;둔각
5;101;74;둔각
117;56;7;둔각
13;45;122;둔각
25;136;19;둔각
19;67;94;둔각
45;81;54;예각
51;32;97;둔각
88;26;66;예각
42;131;7;둔각
72;13;95;둔각
31;47;102;둔각
125;10;45;둔각
2;74;104;둔각
78;57;45;예각
7;143;30;둔각
47;93;40;둔각
39;21;120;둔각
8;21;151;둔각
8;18;154;둔각
4;142;34;둔각
30;110;40;둔각
36;76;68;예각
50;16;114;둔각
62;34;84;예각
102;17;61;둔각
7;60;113;둔각
25;75;80;예각
99;45;36;둔각
95;44;41;둔각
60;27;93;둔각
42;53;85;예각
87;84;9;예각
63;85;32;예각
8;27;145;둔각
54;76;50;예각
4;165;11;둔각
38;91;51;둔각
97;70;13;둔각
45;103;32;둔각
104;28;48;둔각
43;83;54;예각
51;42;87;예각
118;16;46;둔각
18;131;31;둔각
46;8;126;둔각
11;122;47;둔각
43;50;87;예각
41;74;65;예각
68;78;34;예각
121;17;42;둔각
38;67;75;예각
58;9;113;둔각
47;75;58;예각
35;109;36;둔각
31;74;75;예각
133;3;44;둔각
12;24;144;둔각
22;9;149;둔각
110;15;55;둔각
5;158;17;둔각
66;63;51;예각
8;33;139;둔각
143;11;26;둔각
63;82;35;예각
154;16;10;둔각
11;164;5;둔각
18;3;159;둔각
102;42;36;둔각
109;52;19;둔각
53;39;88;예각
45;27;108;둔각
100;77;3;둔각
137;2;41;둔각
29;82;69;예각
11;106;63;둔각
124;8;48;둔각
86;49;45;예각
108;40;32;둔각
142;23;15;둔각
13;51;116;둔각
31;117;32;둔각
76;14;90;직각
11;153;16;둔각
16;89;75;예각
34;16;130;둔각
165;11;4;둔각
115;30;35;둔각
21;75;84;예각
20;135;25;둔각
